,0,1
0,3.469725,13.4714779
1,3.6227565,19.84712
2,2.9658795,12.9159336
3,2.034176,17.2668464
4,3.693679,15.6184394
5,14.7945145,7.1914927
6,13.172154,4.490626
7,14.4268585,0.216033
8,1.161834,18.3971504
9,2.580001,13.8759644
10,2.18435,18.8080573
11,0.8693335,10.1713906
12,1.8882865,12.4986901
13,-0.177788,11.25422643
14,6.043855,11.76037316
15,2.886828,16.0967762
16,0.2311595,12.0876181
17,15.7920815,4.67465
18,14.6415345,5.5929884
19,10.68798545,2.638021
20,1.15398,13.4613401
21,5.903957,5.3651673
22,12.8367935,2.233732
23,4.904996,16.8472315
24,15.0440808,3.858664
25,15.5268175,2.195185
26,-0.019309,19.214614
27,0.464019,16.900265
28,3.285179,17.954872
29,12.42803575,1.364798
30,11.4569368,0.947566
31,12.4681761,3.04901
32,1.5487365,15.6915775
33,14.10761625,3.45406
34,4.7876825,13.1429595
35,13.6566855,10.2390512
36,12.15542025,17.764517
37,7.47499315,15.8712153
38,15.2979785,9.7792394
39,8.2002605,16.731231
40,13.8653433,16.1167658
41,16.71089,8.8999833
42,15.7146905,14.197213
43,17.1475435,9.3112847
44,15.8993835,17.443867
45,11.4506978,15.3326707
46,13.5998,12.7745096
47,10.9079467,12.4751569
48,6.85945,14.432832
49,18.0647825,17.522399
50,15.3841595,19.1624616
51,16.707806,18.531625
52,12.66234465,15.7058494
53,6.93394775,16.3264152
54,9.561946,17.142256
55,14.45012115,11.481613005
56,7.368909,13.0866425
57,9.66681015,14.1849622
58,14.5183515,17.0773005
59,9.2857843,15.6248814
60,18.5193795,14.3114848
61,8.9619596,13.3355302
62,6.561783,19.66535
63,5.721279,20.252134
64,5.6346283,15.3116148
65,11.2004677,13.7545605
66,18.0930715,15.8519306
67,8.9553684,16.2888078
68,18.609156,11.75446444
69,15.2494375,12.5005949
70,17.606448,12.5385885
71,10.700624,16.693733
72,18.9418535,15.484869
73,17.444051,14.8713502
74,4.412983,21.6527937
75,3.0432515,22.070226
76,10.507775575,11.73523755
77,16.744508,13.7861659
78,15.267028,15.8278678
79,16.4204415,15.7658497
80,10.54305155,15.796751
81,14.468299,14.6146867
82,12.6449115,13.3877247
83,12.79667725,11.7708758
84,17.7255395,9.7479853
85,8.0489592,14.9321635
86,6.02257325,13.6117257
87,-1.0879285,9.7589626
88,1.378142,1.484468
89,14.891312,1.006079
90,15.024142,2.7450745
91,5.174164,9.1501574
92,5.9800805,8.8212083
93,5.3796015,7.2907987
94,-2.08858,13.2725959
95,13.61957,1.417051
96,-2.2423155,10.0970188
97,-0.6849415,4.179951
98,15.3218585,1.821899
99,4.845584,10.1420625
100,-2.496335,3.121212
101,2.3514075,1.912438
102,0.6401665,2.5465174
103,6.673628,8.4480848
104,-2.2313,1.4651844
105,3.4206535,9.4811485
106,7.049382,10.4919308
107,17.213962,6.1523054
108,0.925006,1.079766
109,0.273722,5.466411
110,-0.731881,0.674601
111,14.624476,2.3339295
112,17.6629335,5.541891
113,-0.9772655,3.0289436
114,11.379661,18.760533
115,-1.8060475,10.9054634
116,-0.9603015,2.0720875
117,7.0595685,7.6575156
118,0.6672265,0.057837
119,10.10484665,19.545821
120,3.9980035,3.840793
121,-1.756845,17.568067
122,-1.582263,5.092949
123,-0.437053,15.276091
124,2.2425795,20.663256
125,16.9384465,7.6029768
126,-2.133794,7.7146803
127,1.2213495,4.6755323
128,-1.8036415,6.4237885
129,4.1318575,8.4480476
130,16.543986,0.588921
131,0.919228,20.251942
132,13.110508,6.7805457
133,3.243789,8.0308292
134,5.428169,18.7012586
135,-2.165541,4.533552
136,16.531266,10.343442
137,5.045644,19.2538355
138,13.59709535,8.020134
139,5.6477425,6.6047334
140,2.8518855,4.258405
141,2.383824,6.1808137
142,2.3686835,6.879704
143,12.7631645,8.4374433
144,1.023935,9.1076379
145,19.18022,11.38090519
146,2.5755675,10.589268
147,1.47833,7.2972468
148,16.28849,12.1274798
149,-1.077795,17.985598
150,4.4802825,4.953908
151,0.4870295,3.813288
152,17.2360805,3.156513
153,17.23738,4.2635285
154,-0.8876515,14.2874146
155,-0.335968,8.448368
156,-0.923043,11.67661252
157,-2.606023,3.83166
158,1.653957,3.3441975
159,-1.7547765,3.440363
160,3.880839,5.769944
